timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], clocks.current.graphics [MHz], clocks.current.memory [MHz], temperature.gpu
2026/02/15 19:58:51.187, 100, 0, 0, 97887, 78.08, 420, 12481, 85
2026/02/15 19:58:52.191, 83, 1, 1961, 97887, 83.39, 420, 12481, 85
2026/02/15 19:58:53.191, 100, 1, 1961, 97887, 93.00, 420, 12481, 85
2026/02/15 19:58:54.192, 99, 4, 1421, 97887, 93.72, 420, 12481, 85
2026/02/15 19:58:55.192, 99, 4, 1937, 97887, 99.76, 420, 12481, 85
2026/02/15 19:58:56.192, 99, 4, 1937, 97887, 98.43, 420, 12481, 85
2026/02/15 19:58:57.192, 99, 4, 1937, 97887, 99.42, 420, 12481, 85
2026/02/15 19:58:58.192, 99, 4, 1937, 97887, 98.59, 420, 12481, 85
2026/02/15 19:58:59.192, 99, 4, 1937, 97887, 98.85, 420, 12481, 85
2026/02/15 19:59:00.192, 99, 4, 1937, 97887, 99.46, 420, 12481, 85
2026/02/15 19:59:01.192, 99, 4, 1937, 97887, 98.69, 420, 12481, 85
2026/02/15 19:59:02.193, 99, 4, 1937, 97887, 98.99, 420, 12481, 85
2026/02/15 19:59:03.193, 99, 4, 1937, 97887, 98.81, 420, 12481, 85
2026/02/15 19:59:04.193, 99, 4, 1937, 97887, 98.81, 420, 12481, 85
2026/02/15 19:59:05.193, 98, 4, 1937, 97887, 98.78, 420, 12481, 85
2026/02/15 19:59:06.193, 99, 4, 1937, 97887, 97.29, 420, 12481, 85
2026/02/15 19:59:07.193, 99, 4, 1937, 97887, 96.98, 420, 12481, 86
2026/02/15 19:59:08.193, 99, 4, 1937, 97887, 98.96, 420, 12481, 85
2026/02/15 19:59:09.193, 99, 4, 1937, 97887, 100.58, 420, 12481, 86
2026/02/15 19:59:10.194, 99, 4, 1937, 97887, 99.63, 420, 12481, 86
2026/02/15 19:59:11.194, 99, 4, 1937, 97887, 99.28, 420, 12481, 86
2026/02/15 19:59:12.194, 99, 4, 1937, 97887, 99.38, 420, 12481, 86
2026/02/15 19:59:13.194, 99, 4, 1937, 97887, 99.96, 420, 12481, 86
2026/02/15 19:59:14.194, 99, 4, 1937, 97887, 99.94, 420, 12481, 86
2026/02/15 19:59:15.194, 99, 4, 1937, 97887, 99.89, 420, 12481, 86
2026/02/15 19:59:16.195, 99, 4, 1937, 97887, 100.17, 420, 12481, 86
2026/02/15 19:59:17.195, 99, 4, 1937, 97887, 99.51, 420, 12481, 86
2026/02/15 19:59:18.195, 99, 4, 1937, 97887, 99.71, 420, 12481, 86
2026/02/15 19:59:19.195, 99, 4, 1937, 97887, 99.93, 420, 12481, 86
2026/02/15 19:59:20.195, 99, 4, 1937, 97887, 99.88, 420, 12481, 86
2026/02/15 19:59:21.195, 99, 4, 1937, 97887, 99.66, 420, 12481, 86
2026/02/15 19:59:22.195, 99, 4, 1937, 97887, 99.11, 420, 12481, 86
2026/02/15 19:59:23.195, 99, 4, 1937, 97887, 99.10, 420, 12481, 86
2026/02/15 19:59:24.196, 99, 4, 1937, 97887, 100.38, 420, 12481, 86
2026/02/15 19:59:25.196, 99, 4, 1937, 97887, 100.49, 420, 12481, 86
2026/02/15 19:59:26.196, 99, 4, 1937, 97887, 100.24, 420, 12481, 86
2026/02/15 19:59:27.196, 99, 4, 1937, 97887, 100.22, 420, 12481, 86
2026/02/15 19:59:28.196, 99, 4, 1937, 97887, 100.41, 420, 12481, 86
2026/02/15 19:59:29.196, 99, 4, 1937, 97887, 100.08, 420, 12481, 86
2026/02/15 19:59:30.196, 99, 4, 1937, 97887, 99.70, 420, 12481, 86
2026/02/15 19:59:31.196, 99, 4, 1937, 97887, 100.49, 420, 12481, 86
2026/02/15 19:59:32.196, 99, 4, 1937, 97887, 100.00, 420, 12481, 86
2026/02/15 19:59:33.197, 99, 4, 1937, 97887, 100.34, 420, 12481, 86
2026/02/15 19:59:34.197, 99, 4, 1937, 97887, 101.71, 420, 12481, 86
2026/02/15 19:59:35.197, 99, 4, 1937, 97887, 102.15, 420, 12481, 87
