timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], clocks.current.graphics [MHz], clocks.current.memory [MHz], temperature.gpu
2026/02/15 20:01:42.418, 0, 0, 0, 97887, 62.00, 180, 405, 86
2026/02/15 20:01:43.425, 86, 2, 1727, 97887, 77.58, 420, 12481, 87
2026/02/15 20:01:44.425, 100, 2, 1727, 97887, 102.31, 420, 12481, 87
2026/02/15 20:01:45.425, 99, 6, 1683, 97887, 108.79, 420, 12481, 87
2026/02/15 20:01:46.425, 99, 6, 1683, 97887, 116.92, 420, 12481, 87
2026/02/15 20:01:47.426, 99, 6, 1683, 97887, 117.22, 420, 12481, 87
2026/02/15 20:01:48.426, 99, 6, 1683, 97887, 115.47, 420, 12481, 87
2026/02/15 20:01:49.426, 99, 6, 1683, 97887, 115.49, 420, 12481, 87
2026/02/15 20:01:50.426, 99, 6, 1683, 97887, 116.48, 420, 12481, 88
2026/02/15 20:01:51.426, 99, 6, 1683, 97887, 117.41, 420, 12481, 88
2026/02/15 20:01:52.426, 99, 6, 1683, 97887, 117.71, 420, 12481, 88
2026/02/15 20:01:53.426, 99, 6, 1683, 97887, 117.73, 420, 12481, 88
2026/02/15 20:01:54.427, 99, 6, 1683, 97887, 117.94, 420, 12481, 88
2026/02/15 20:01:55.427, 99, 6, 1683, 97887, 117.99, 420, 12481, 88
2026/02/15 20:01:56.427, 99, 6, 1683, 97887, 117.95, 420, 12481, 88
2026/02/15 20:01:57.427, 99, 6, 1683, 97887, 116.99, 420, 12481, 88
2026/02/15 20:01:58.427, 99, 6, 1683, 97887, 116.74, 420, 12481, 88
2026/02/15 20:01:59.427, 99, 6, 1683, 97887, 117.14, 420, 12481, 88
2026/02/15 20:02:00.427, 99, 6, 1683, 97887, 118.51, 420, 12481, 88
2026/02/15 20:02:01.427, 99, 6, 1683, 97887, 118.28, 420, 12481, 88
2026/02/15 20:02:02.428, 99, 6, 1683, 97887, 118.70, 420, 12481, 88
2026/02/15 20:02:03.428, 99, 6, 1683, 97887, 118.75, 420, 12481, 88
2026/02/15 20:02:04.428, 99, 6, 1683, 97887, 118.43, 420, 12481, 88
2026/02/15 20:02:05.428, 99, 6, 1683, 97887, 118.61, 420, 12481, 88
2026/02/15 20:02:06.429, 99, 6, 1683, 97887, 118.18, 420, 12481, 89
2026/02/15 20:02:07.429, 99, 6, 1683, 97887, 117.00, 420, 12481, 89
2026/02/15 20:02:08.429, 99, 6, 1683, 97887, 117.33, 420, 12481, 89
2026/02/15 20:02:09.429, 99, 6, 1683, 97887, 119.00, 420, 12481, 89
2026/02/15 20:02:10.429, 99, 6, 1683, 97887, 119.21, 420, 12481, 89
2026/02/15 20:02:11.430, 99, 6, 1683, 97887, 119.61, 420, 12481, 89
2026/02/15 20:02:12.430, 99, 6, 1683, 97887, 119.85, 420, 12481, 89
2026/02/15 20:02:13.430, 99, 6, 1699, 97887, 119.79, 420, 12481, 89
2026/02/15 20:02:14.430, 99, 6, 1699, 97887, 120.06, 420, 12481, 89
2026/02/15 20:02:15.430, 99, 6, 1699, 97887, 119.32, 420, 12481, 89
2026/02/15 20:02:16.430, 99, 6, 1699, 97887, 118.75, 420, 12481, 89
2026/02/15 20:02:17.430, 99, 6, 1699, 97887, 118.57, 420, 12481, 89
2026/02/15 20:02:18.431, 99, 6, 1699, 97887, 119.58, 420, 12481, 89
2026/02/15 20:02:19.431, 99, 6, 1699, 97887, 119.90, 420, 12481, 89
2026/02/15 20:02:20.431, 99, 6, 1699, 97887, 119.97, 420, 12481, 89
2026/02/15 20:02:21.431, 99, 6, 1699, 97887, 120.21, 420, 12481, 90
2026/02/15 20:02:22.431, 99, 6, 1699, 97887, 120.17, 420, 12481, 90
2026/02/15 20:02:23.431, 99, 6, 1699, 97887, 119.50, 420, 12481, 90
2026/02/15 20:02:24.431, 99, 6, 1699, 97887, 120.82, 420, 12481, 90
2026/02/15 20:02:25.431, 99, 6, 1699, 97887, 120.50, 420, 12481, 90
2026/02/15 20:02:26.432, 99, 6, 1699, 97887, 120.66, 420, 12481, 90
2026/02/15 20:02:27.432, 99, 6, 1699, 97887, 121.05, 420, 12481, 90
2026/02/15 20:02:28.432, 99, 6, 1699, 97887, 121.23, 420, 12481, 90
2026/02/15 20:02:29.432, 99, 6, 1699, 97887, 120.07, 420, 12481, 90
2026/02/15 20:02:30.432, 99, 6, 1699, 97887, 119.38, 420, 12481, 90
2026/02/15 20:02:31.432, 99, 6, 1699, 97887, 119.69, 420, 12481, 90
2026/02/15 20:02:32.432, 99, 6, 1699, 97887, 121.52, 420, 12481, 90
2026/02/15 20:02:33.433, 99, 6, 1699, 97887, 121.49, 420, 12481, 90
2026/02/15 20:02:34.433, 99, 6, 1699, 97887, 121.43, 420, 12481, 90
2026/02/15 20:02:35.433, 99, 6, 1699, 97887, 121.84, 420, 12481, 90
2026/02/15 20:02:36.433, 99, 6, 1699, 97887, 122.83, 420, 12481, 91
2026/02/15 20:02:37.433, 99, 6, 1699, 97887, 121.83, 420, 12481, 91
2026/02/15 20:02:38.433, 99, 6, 1699, 97887, 121.13, 420, 12481, 91
2026/02/15 20:02:39.433, 99, 6, 1699, 97887, 121.42, 420, 12481, 91
2026/02/15 20:02:40.433, 99, 6, 1699, 97887, 121.86, 420, 12481, 91
2026/02/15 20:02:41.434, 99, 6, 1699, 97887, 122.21, 420, 12481, 91
2026/02/15 20:02:42.434, 99, 6, 1699, 97887, 122.03, 420, 12481, 91
2026/02/15 20:02:43.434, 99, 6, 1699, 97887, 121.65, 420, 12481, 91
2026/02/15 20:02:44.434, 99, 6, 1699, 97887, 120.50, 420, 12481, 91
2026/02/15 20:02:45.434, 99, 6, 1699, 97887, 120.95, 420, 12481, 91
2026/02/15 20:02:46.434, 99, 6, 1699, 97887, 122.39, 420, 12481, 91
2026/02/15 20:02:47.434, 99, 6, 1699, 97887, 122.73, 420, 12481, 91
2026/02/15 20:02:48.434, 99, 6, 1699, 97887, 122.83, 420, 12481, 91
2026/02/15 20:02:49.435, 99, 6, 1699, 97887, 122.85, 420, 12481, 91
2026/02/15 20:02:50.435, 99, 6, 1699, 97887, 123.20, 420, 12481, 91
2026/02/15 20:02:51.435, 99, 6, 1699, 97887, 124.09, 420, 12481, 91
2026/02/15 20:02:52.435, 99, 6, 1699, 97887, 122.35, 420, 12481, 92
2026/02/15 20:02:53.435, 99, 6, 1699, 97887, 123.12, 420, 12481, 92
2026/02/15 20:02:54.435, 99, 6, 629, 97887, 123.03, 420, 12481, 92
