timestamp, pci.bus_id, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], pcie.link.gen.current, pcie.link.width.current
2026/02/12 15:53:20.352, 00000000:01:00.0, 1 %, 1 %, 799 MiB, 16303 MiB, 43, 44.98 W, 2565 MHz, 14001 MHz, 5, 16
2026/02/12 15:53:20.556, 00000000:01:00.0, 0 %, 0 %, 1030 MiB, 16303 MiB, 43, 45.54 W, 2565 MHz, 14001 MHz, 5, 16
2026/02/12 15:53:20.758, 00000000:01:00.0, 0 %, 0 %, 2380 MiB, 16303 MiB, 43, 45.54 W, 2565 MHz, 14001 MHz, 5, 16
2026/02/12 15:53:20.959, 00000000:01:00.0, 0 %, 0 %, 2380 MiB, 16303 MiB, 42, 45.82 W, 2587 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:21.160, 00000000:01:00.0, 0 %, 0 %, 1060 MiB, 16303 MiB, 42, 45.82 W, 2587 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:21.361, 00000000:01:00.0, 0 %, 0 %, 1030 MiB, 16303 MiB, 42, 45.82 W, 2587 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:21.562, 00000000:01:00.0, 1 %, 0 %, 1794 MiB, 16303 MiB, 43, 56.29 W, 2595 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:21.764, 00000000:01:00.0, 1 %, 0 %, 1826 MiB, 16303 MiB, 43, 56.29 W, 2595 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:21.965, 00000000:01:00.0, 0 %, 0 %, 1826 MiB, 16303 MiB, 43, 55.94 W, 2550 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:22.166, 00000000:01:00.0, 0 %, 0 %, 1826 MiB, 16303 MiB, 43, 55.94 W, 2550 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:22.367, 00000000:01:00.0, 0 %, 0 %, 1826 MiB, 16303 MiB, 43, 55.94 W, 2550 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:22.568, 00000000:01:00.0, 0 %, 0 %, 1826 MiB, 16303 MiB, 43, 44.62 W, 2557 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:22.770, 00000000:01:00.0, 0 %, 0 %, 1826 MiB, 16303 MiB, 43, 44.62 W, 2557 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:22.971, 00000000:01:00.0, 0 %, 0 %, 1826 MiB, 16303 MiB, 43, 44.05 W, 2557 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:23.172, 00000000:01:00.0, 0 %, 0 %, 1826 MiB, 16303 MiB, 43, 44.05 W, 2557 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:23.374, 00000000:01:00.0, 0 %, 0 %, 1826 MiB, 16303 MiB, 43, 44.05 W, 2557 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:23.575, 00000000:01:00.0, 0 %, 0 %, 1826 MiB, 16303 MiB, 43, 44.04 W, 2557 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:23.776, 00000000:01:00.0, 0 %, 0 %, 1826 MiB, 16303 MiB, 43, 44.04 W, 2557 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:23.977, 00000000:01:00.0, 0 %, 0 %, 1826 MiB, 16303 MiB, 43, 43.91 W, 2542 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:24.178, 00000000:01:00.0, 0 %, 0 %, 1826 MiB, 16303 MiB, 43, 43.91 W, 2542 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:24.380, 00000000:01:00.0, 0 %, 0 %, 1826 MiB, 16303 MiB, 43, 43.91 W, 2542 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:24.581, 00000000:01:00.0, 1 %, 1 %, 1826 MiB, 16303 MiB, 43, 44.02 W, 2557 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:24.782, 00000000:01:00.0, 1 %, 1 %, 1826 MiB, 16303 MiB, 43, 44.02 W, 2557 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:24.983, 00000000:01:00.0, 0 %, 0 %, 1826 MiB, 16303 MiB, 43, 44.05 W, 2550 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:25.184, 00000000:01:00.0, 0 %, 0 %, 1826 MiB, 16303 MiB, 43, 44.05 W, 2550 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:25.386, 00000000:01:00.0, 0 %, 0 %, 1826 MiB, 16303 MiB, 43, 44.05 W, 2550 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:25.587, 00000000:01:00.0, 0 %, 0 %, 1826 MiB, 16303 MiB, 43, 43.80 W, 2557 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:25.788, 00000000:01:00.0, 0 %, 0 %, 799 MiB, 16303 MiB, 43, 43.80 W, 2557 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:25.994, 00000000:01:00.0, 1 %, 0 %, 1030 MiB, 16303 MiB, 43, 49.47 W, 2595 MHz, 13801 MHz, 5, 16
2026/02/12 15:53:26.195, 00000000:01:00.0, 1 %, 0 %, 2386 MiB, 16303 MiB, 43, 49.47 W, 2595 MHz, 13801 MHz, 5, 16
