timestamp, pci.bus_id, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], pcie.link.gen.current, pcie.link.width.current
2026/02/12 15:50:55.804, 00000000:01:00.0, 12 %, 9 %, 710 MiB, 16303 MiB, 47, 68.56 W, 2692 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:56.008, 00000000:01:00.0, 1 %, 0 %, 723 MiB, 16303 MiB, 46, 66.82 W, 2580 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:56.210, 00000000:01:00.0, 1 %, 0 %, 7707 MiB, 16303 MiB, 46, 66.82 W, 2580 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:56.411, 00000000:01:00.0, 76 %, 4 %, 7709 MiB, 16303 MiB, 46, 66.88 W, 2752 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:56.613, 00000000:01:00.0, 76 %, 4 %, 7705 MiB, 16303 MiB, 46, 66.88 W, 2752 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:56.814, 00000000:01:00.0, 76 %, 4 %, 8650 MiB, 16303 MiB, 46, 66.88 W, 2752 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:57.016, 00000000:01:00.0, 98 %, 26 %, 8653 MiB, 16303 MiB, 59, 86.61 W, 2842 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:57.217, 00000000:01:00.0, 98 %, 26 %, 8633 MiB, 16303 MiB, 59, 86.61 W, 2842 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:57.423, 00000000:01:00.0, 10 %, 8 %, 710 MiB, 16303 MiB, 50, 172.95 W, 2820 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:57.625, 00000000:01:00.0, 10 %, 8 %, 727 MiB, 16303 MiB, 50, 172.95 W, 2820 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:57.827, 00000000:01:00.0, 10 %, 8 %, 7708 MiB, 16303 MiB, 50, 172.95 W, 2820 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:58.028, 00000000:01:00.0, 63 %, 3 %, 7710 MiB, 16303 MiB, 46, 154.27 W, 2850 MHz, 14001 MHz, 5, 16
2026/02/12 15:50:58.230, 00000000:01:00.0, 63 %, 3 %, 7840 MiB, 16303 MiB, 46, 154.27 W, 2850 MHz, 14001 MHz, 5, 16
