timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], clocks.current.graphics [MHz], clocks.current.memory [MHz], temperature.gpu
2026/02/15 19:40:18.500, 0, 0, 0, 97887, 39.05, 180, 405, 52
2026/02/15 19:40:19.507, 84, 11, 1937, 97887, 104.85, 2407, 12481, 57
2026/02/15 19:40:20.507, 93, 24, 1937, 97887, 216.99, 2422, 12481, 57
2026/02/15 19:40:21.507, 93, 24, 1937, 97887, 221.32, 2422, 12481, 58
2026/02/15 19:40:22.507, 93, 24, 1937, 97887, 220.95, 2422, 12481, 58
2026/02/15 19:40:23.507, 93, 24, 1937, 97887, 222.26, 2422, 12481, 59
2026/02/15 19:40:24.507, 93, 24, 1937, 97887, 221.70, 2422, 12481, 59
2026/02/15 19:40:25.508, 93, 24, 1937, 97887, 221.82, 2422, 12481, 59
2026/02/15 19:40:26.508, 93, 25, 1939, 97887, 222.60, 2422, 12481, 60
2026/02/15 19:40:27.508, 93, 24, 1939, 97887, 223.48, 2422, 12481, 60
2026/02/15 19:40:28.508, 93, 24, 1939, 97887, 225.86, 2422, 12481, 60
2026/02/15 19:40:29.508, 93, 24, 1939, 97887, 225.60, 2422, 12481, 61
2026/02/15 19:40:30.508, 93, 24, 1939, 97887, 222.78, 2422, 12481, 61
2026/02/15 19:40:31.508, 93, 24, 1939, 97887, 227.29, 2422, 12481, 62
2026/02/15 19:40:32.508, 93, 24, 1939, 97887, 228.12, 2422, 12481, 62
2026/02/15 19:40:33.509, 93, 24, 1939, 97887, 223.74, 2422, 12481, 62
2026/02/15 19:40:34.509, 93, 24, 1939, 97887, 225.25, 2422, 12481, 63
2026/02/15 19:40:35.509, 93, 24, 1939, 97887, 228.88, 2422, 12481, 63
