timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], clocks.current.graphics [MHz], clocks.current.memory [MHz], temperature.gpu
2026/02/15 19:42:34.892, 0, 0, 0, 97887, 43.44, 180, 405, 62
2026/02/15 19:42:35.899, 14, 0, 2929, 97887, 77.03, 2422, 12481, 63
2026/02/15 19:42:36.899, 92, 48, 3533, 97887, 337.94, 2400, 12481, 70
2026/02/15 19:42:37.899, 96, 48, 3533, 97887, 371.79, 2407, 12481, 71
2026/02/15 19:42:38.899, 96, 51, 3533, 97887, 371.80, 2407, 12481, 72
2026/02/15 19:42:39.900, 96, 51, 3533, 97887, 388.06, 2407, 12481, 73
2026/02/15 19:42:40.900, 96, 50, 3533, 97887, 386.08, 2407, 12481, 74
2026/02/15 19:42:41.900, 96, 48, 3533, 97887, 378.51, 2407, 12481, 74
2026/02/15 19:42:42.900, 96, 51, 3533, 97887, 389.56, 2415, 12481, 75
2026/02/15 19:42:43.900, 96, 50, 3533, 97887, 393.78, 2407, 12481, 76
2026/02/15 19:42:44.900, 96, 48, 3533, 97887, 382.18, 2407, 12481, 76
2026/02/15 19:42:45.900, 96, 51, 3533, 97887, 385.02, 2407, 12481, 77
2026/02/15 19:42:46.900, 96, 51, 3597, 97887, 399.83, 2415, 12481, 77
2026/02/15 19:42:47.901, 96, 48, 3597, 97887, 389.61, 2407, 12481, 78
2026/02/15 19:42:48.901, 96, 51, 3597, 97887, 389.86, 2407, 12481, 79
2026/02/15 19:42:49.901, 96, 51, 3597, 97887, 394.01, 2407, 12481, 80
2026/02/15 19:42:50.901, 96, 51, 3597, 97887, 400.69, 2407, 12481, 81
2026/02/15 19:42:51.901, 96, 51, 3597, 97887, 397.90, 2415, 12481, 81
2026/02/15 19:42:52.901, 96, 48, 3597, 97887, 393.55, 2407, 12481, 82
2026/02/15 19:42:53.901, 96, 51, 3597, 97887, 398.57, 2407, 12481, 82
2026/02/15 19:42:54.901, 96, 51, 3597, 97887, 401.79, 2407, 12481, 83
2026/02/15 19:42:55.902, 96, 51, 3597, 97887, 403.32, 2407, 12481, 84
2026/02/15 19:42:56.902, 96, 51, 3597, 97887, 410.67, 2407, 12481, 85
2026/02/15 19:42:57.902, 96, 49, 3597, 97887, 404.75, 2407, 12481, 85
2026/02/15 19:42:58.902, 96, 51, 3597, 97887, 395.77, 2385, 12481, 85
2026/02/15 19:42:59.902, 96, 50, 3597, 97887, 377.22, 2280, 12481, 85
2026/02/15 19:43:00.902, 96, 49, 3597, 97887, 343.53, 2160, 12481, 85
2026/02/15 19:43:01.902, 97, 49, 3597, 97887, 334.82, 2107, 12481, 85
